NUM_PARTICIO;ID_EMPRESA;ANY_FACTURA;NUM_FACTURA;MOM_SIT_FACT;TIP_SIT_FACT;CAUSA_SIT_FACT
1;AB;2025;223;2025-07-01 10:00:00;03;CO
1;AB;2025;224;2025-07-24 08:00:00;00;FC
1;AB;2025;224;2025-07-24 10:00:00;01;EM
1;AB;2025;224;2025-07-25 10:00:00;02;CE
1;AB;2025;224;2025-08-22 10:00:00;03;CO
1;AB;2025;225;2025-08-24 08:00:00;00;FC
1;AB;2025;225;2025-08-24 10:00:00;01;EM
1;AB;2025;225;2025-08-25 10:00:00;02;CE
1;AB;2025;225;2025-08-30 10:00:00;03;CO
1;AB;2025;226;2025-09-24 08:00:00;00;FC
1;AB;2025;226;2025-09-24 10:00:00;01;EM
1;AB;2025;226;2025-09-25 10:00:00;02;CE
1;AB;2025;226;2025-10-07 10:00:00;03;CO
1;AB;2025;227;2025-10-24 08:00:00;00;FC
1;AB;2025;227;2025-10-24 10:00:00;01;EM
1;AB;2025;227;2025-10-25 10:00:00;02;CE
1;AB;2025;227;2025-11-01 10:00:00;03;CO
1;AB;2025;228;2025-11-24 08:00:00;00;FC
1;AB;2025;228;2025-11-24 10:00:00;01;EM
1;AB;2025;228;2025-11-25 10:00:00;05;CN
1;AB;2025;229;2025-12-24 08:00:00;00;FC
1;AB;2025;229;2025-12-24 10:00:00;01;EM
1;AB;2025;229;2025-12-25 10:00:00;02;CE
1;AB;2025;229;2026-01-10 10:00:00;20;AJ
1;AB;2026;149;2026-01-24 08:00:00;00;FC
1;AB;2026;149;2026-01-24 10:00:00;01;EM
1;AB;2026;149;2026-01-25 10:00:00;02;CE
1;AB;2026;149;2026-01-30 10:00:00;03;CO
1;AB;2026;150;2026-02-24 08:00:00;00;FC
1;AB;2026;150;2026-02-24 10:00:00;01;EM
1;AB;2026;150;2026-02-25 10:00:00;02;CE
1;AB;2026;150;2026-03-27 10:00:00;04;DV
1;AB;2026;151;2026-03-24 08:00:00;00;FC
1;AB;2026;151;2026-03-24 10:00:00;01;EM
1;AB;2026;151;2026-03-25 10:00:00;02;CE
1;AB;2026;151;2026-04-11 10:00:00;03;CO
1;AB;2026;152;2026-04-24 08:00:00;00;FC
1;AB;2026;152;2026-04-24 10:00:00;01;EM
1;AB;2026;152;2026-04-25 10:00:00;02;CE
1;AB;2026;152;2026-05-13 10:00:00;03;CO
1;AB;2026;153;2026-05-24 08:00:00;00;FC
1;AB;2026;153;2026-05-24 10:00:00;01;EM
1;AB;2026;153;2026-05-25 10:00:00;02;CE
1;AB;2026;153;2026-06-11 10:00:00;03;CO
1;AB;2026;154;2026-06-24 08:00:00;00;FC
1;AB;2026;154;2026-06-24 10:00:00;01;EM
1;AB;2026;154;2026-06-25 10:00:00;02;CE
1;AB;2026;154;2026-06-30 10:00:00;03;CO
1;AB;2026;155;2026-07-24 08:00:00;00;FC
1;AB;2026;155;2026-07-24 10:00:00;01;EM
1;AB;2026;155;2026-07-25 10:00:00;02;CE
1;AB;2026;155;2026-08-24 10:00:00;04;DV
1;AB;2026;155;2026-09-04 10:00:00;24;RC
1;AB;2024;198;2024-12-04 08:00:00;00;FC
1;AB;2024;198;2024-12-04 10:00:00;01;EM
1;AB;2024;198;2024-12-05 10:00:00;02;CE
1;AB;2024;198;2024-12-14 10:00:00;03;CO
1;AB;2025;230;2025-01-04 08:00:00;00;FC
1;AB;2025;230;2025-01-04 10:00:00;01;EM
1;AB;2025;230;2025-01-05 10:00:00;02;CE
1;AB;2025;230;2025-01-20 10:00:00;03;CO
1;AB;2025;231;2025-02-04 08:00:00;00;FC
1;AB;2025;231;2025-02-04 10:00:00;01;EM
1;AB;2025;231;2025-02-05 10:00:00;02;CE
1;AB;2025;231;2025-02-19 10:00:00;03;CO
1;AB;2025;232;2025-03-04 08:00:00;00;FC
1;AB;2025;232;2025-03-04 10:00:00;01;EM
1;AB;2025;232;2025-03-05 10:00:00;02;CE
1;AB;2025;232;2025-03-26 10:00:00;03;CO
1;AB;2025;233;2025-04-04 08:00:00;00;FC
1;AB;2025;233;2025-04-04 10:00:00;01;EM
1;AB;2025;233;2025-04-05 10:00:00;02;CE
1;AB;2025;233;2025-04-28 10:00:00;03;CO
1;AB;2025;234;2025-05-04 08:00:00;00;FC
1;AB;2025;234;2025-05-04 10:00:00;01;EM
1;AB;2025;234;2025-05-05 10:00:00;02;CE
1;AB;2025;234;2025-05-12 10:00:00;03;CO
1;AB;2025;235;2025-06-04 08:00:00;00;FC
1;AB;2025;235;2025-06-04 10:00:00;01;EM
1;AB;2025;235;2025-06-05 10:00:00;02;CE
1;AB;2025;235;2025-06-20 10:00:00;03;CO
1;AB;2025;236;2025-07-04 08:00:00;00;FC
1;AB;2025;236;2025-07-04 10:00:00;01;EM
1;AB;2025;236;2025-07-05 10:00:00;02;CE
1;AB;2025;236;2025-07-10 10:00:00;03;CO
1;AB;2025;237;2025-08-04 08:00:00;00;FC
1;AB;2025;237;2025-08-04 10:00:00;01;EM
1;AB;2025;237;2025-08-05 10:00:00;02;CE
1;AB;2025;237;2025-08-11 10:00:00;03;CO
1;AB;2025;238;2025-09-04 08:00:00;00;FC
1;AB;2025;238;2025-09-04 10:00:00;01;EM
1;AB;2025;238;2025-09-05 10:00:00;02;CE
1;AB;2025;238;2025-09-19 10:00:00;03;CO
1;AB;2025;239;2025-10-04 08:00:00;00;FC
1;AB;2025;239;2025-10-04 10:00:00;01;EM
1;AB;2025;239;2025-10-05 10:00:00;02;CE
1;AB;2025;239;2025-10-13 10:00:00;03;CO
1;AB;2025;240;2025-11-04 08:00:00;00;FC
1;AB;2025;240;2025-11-04 10:00:00;01;EM
1;AB;2025;240;2025-11-05 10:00:00;02;CE
1;AB;2025;240;2025-12-04 10:00:00;04;DV
1;AB;2025;240;2025-12-17 10:00:00;24;RC
1;AB;2025;241;2025-12-04 08:00:00;00;FC
1;AB;2025;241;2025-12-04 10:00:00;01;EM
1;AB;2026;156;2026-01-04 08:00:00;00;FC
1;AB;2026;156;2026-01-04 10:00:00;01;EM
1;AB;2026;156;2026-01-05 10:00:00;02;CE
1;AB;2026;156;2026-01-26 10:00:00;03;CO
1;AB;2026;157;2026-02-04 08:00:00;00;FC
1;AB;2026;157;2026-02-04 10:00:00;01;EM
1;AB;2026;158;2026-03-04 08:00:00;00;FC
1;AB;2026;158;2026-03-04 10:00:00;01;EM
1;AB;2026;158;2026-03-05 10:00:00;02;CE
1;AB;2026;158;2026-03-31 10:00:00;03;CO
1;AB;2026;159;2026-04-04 08:00:00;00;FC
1;AB;2026;159;2026-04-04 10:00:00;01;EM
1;AB;2026;159;2026-04-05 10:00:00;02;CE
1;AB;2026;159;2026-04-30 10:00:00;03;CO
1;AB;2026;160;2026-05-04 08:00:00;00;FC
1;AB;2026;160;2026-05-04 10:00:00;01;EM
1;AB;2026;160;2026-05-05 10:00:00;02;CE
1;AB;2026;160;2026-05-19 10:00:00;03;CO
1;AB;2026;161;2026-06-04 08:00:00;00;FC
1;AB;2026;161;2026-06-04 10:00:00;01;EM
1;AB;2026;161;2026-06-05 10:00:00;02;CE
1;AB;2026;161;2026-06-27 10:00:00;04;DV
1;AB;2026;162;2026-07-04 08:00:00;00;FC
1;AB;2026;162;2026-07-04 10:00:00;01;EM
1;AB;2026;162;2026-07-05 10:00:00;02;CE
1;AB;2026;162;2026-07-11 10:00:00;03;CO
1;AB;2026;163;2026-08-04 08:00:00;00;FC
1;AB;2026;163;2026-08-04 10:00:00;01;EM
1;AB;2026;164;2026-01-04 08:00:00;00;FC
1;AB;2026;164;2026-01-04 10:00:00;01;EM
1;AB;2026;164;2026-01-05 10:00:00;02;CE
1;AB;2026;164;2026-01-29 10:00:00;03;CO
1;AB;2026;165;2026-02-04 08:00:00;00;FC
1;AB;2026;165;2026-02-04 10:00:00;01;EM
1;AB;2026;165;2026-02-05 10:00:00;02;CE
1;AB;2026;165;2026-02-18 10:00:00;03;CO
1;AB;2026;166;2026-03-04 08:00:00;00;FC
1;AB;2026;166;2026-03-04 10:00:00;01;EM
1;AB;2026;166;2026-03-05 10:00:00;02;CE
1;AB;2026;166;2026-03-28 10:00:00;03;CO
1;AB;2026;167;2026-04-04 08:00:00;00;FC
1;AB;2026;167;2026-04-04 10:00:00;01;EM
1;AB;2026;167;2026-04-05 10:00:00;02;CE
1;AB;2026;167;2026-04-15 10:00:00;03;CO
1;AB;2026;168;2026-05-04 08:00:00;00;FC
1;AB;2026;168;2026-05-04 10:00:00;01;EM
1;AB;2026;168;2026-05-05 10:00:00;02;CE
1;AB;2026;168;2026-05-21 10:00:00;03;CO
1;AB;2026;169;2026-06-04 08:00:00;00;FC
1;AB;2026;169;2026-06-04 10:00:00;01;EM
1;AB;2026;169;2026-06-05 10:00:00;02;CE
1;AB;2026;169;2026-07-04 10:00:00;03;CO
1;AB;2026;170;2026-07-04 08:00:00;00;FC
1;AB;2026;170;2026-07-04 10:00:00;01;EM
1;AB;2026;170;2026-07-05 10:00:00;02;CE
1;AB;2026;170;2026-07-23 10:00:00;03;CO
1;AB;2026;171;2026-08-04 08:00:00;00;FC
1;AB;2026;171;2026-08-04 10:00:00;01;EM
1;AB;2020;23;2020-02-04 08:00:00;00;FC
1;AB;2020;23;2020-02-04 10:00:00;01;EM
1;AB;2020;23;2020-02-05 10:00:00;02;CE
1;AB;2020;23;2020-02-16 10:00:00;03;CO
1;AB;2020;24;2020-03-04 08:00:00;00;FC
1;AB;2020;24;2020-03-04 10:00:00;01;EM
1;AB;2020;24;2020-03-05 10:00:00;02;CE
1;AB;2020;24;2020-03-28 10:00:00;03;CO
1;AB;2020;25;2020-04-04 08:00:00;00;FC
1;AB;2020;25;2020-04-04 10:00:00;01;EM
1;AB;2020;25;2020-04-05 10:00:00;02;CE
1;AB;2020;25;2020-04-23 10:00:00;03;CO
1;AB;2020;26;2020-05-04 08:00:00;00;FC
1;AB;2020;26;2020-05-04 10:00:00;01;EM
1;AB;2020;26;2020-05-05 10:00:00;02;CE
1;AB;2020;26;2020-05-25 10:00:00;03;CO
1;AB;2020;27;2020-06-04 08:00:00;00;FC
1;AB;2020;27;2020-06-04 10:00:00;01;EM
1;AB;2020;27;2020-06-05 10:00:00;02;CE
1;AB;2020;27;2020-06-26 10:00:00;03;CO
1;AB;2020;28;2020-07-04 08:00:00;00;FC
1;AB;2020;28;2020-07-04 10:00:00;01;EM
1;AB;2020;28;2020-07-05 10:00:00;02;CE
1;AB;2020;28;2020-07-18 10:00:00;03;CO
1;AB;2020;29;2020-08-04 08:00:00;00;FC
1;AB;2020;29;2020-08-04 10:00:00;01;EM
1;AB;2020;29;2020-08-05 10:00:00;02;CE
1;AB;2020;29;2020-08-24 10:00:00;03;CO
1;AB;2020;30;2020-09-04 08:00:00;00;FC
1;AB;2020;30;2020-09-04 10:00:00;01;EM
1;AB;2020;30;2020-09-05 10:00:00;02;CE
1;AB;2020;30;2020-09-11 10:00:00;03;CO
1;AB;2020;31;2020-10-04 08:00:00;00;FC
1;AB;2020;31;2020-10-04 10:00:00;01;EM
1;AB;2020;31;2020-10-05 10:00:00;02;CE
1;AB;2020;31;2020-10-23 10:00:00;03;CO
1;AB;2020;32;2020-11-04 08:00:00;00;FC
1;AB;2020;32;2020-11-04 10:00:00;01;EM
1;AB;2020;32;2020-11-05 10:00:00;02;CE
1;AB;2020;32;2020-11-19 10:00:00;03;CO
1;AB;2020;33;2020-12-04 08:00:00;00;FC
1;AB;2020;33;2020-12-04 10:00:00;01;EM
1;AB;2020;33;2020-12-05 10:00:00;02;CE
1;AB;2020;33;2020-12-12 10:00:00;03;CO
1;AB;2021;66;2021-01-04 08:00:00;00;FC
1;AB;2021;66;2021-01-04 10:00:00;01;EM
1;AB;2021;66;2021-01-05 10:00:00;02;CE
1;AB;2021;66;2021-02-03 10:00:00;03;CO
1;AB;2021;67;2021-02-04 08:00:00;00;FC
1;AB;2021;67;2021-02-04 10:00:00;01;EM
1;AB;2021;67;2021-02-05 10:00:00;02;CE
1;AB;2021;67;2021-03-02 10:00:00;03;CO
1;AB;2021;68;2021-03-04 08:00:00;00;FC
1;AB;2021;68;2021-03-04 10:00:00;01;EM
1;AB;2021;68;2021-03-05 10:00:00;02;CE
1;AB;2021;68;2021-03-13 10:00:00;03;CO
1;AB;2021;69;2021-04-04 08:00:00;00;FC
1;AB;2021;69;2021-04-04 10:00:00;01;EM
1;AB;2021;69;2021-04-05 10:00:00;02;CE
1;AB;2021;69;2021-04-30 10:00:00;03;CO
1;AB;2021;70;2021-05-04 08:00:00;00;FC
1;AB;2021;70;2021-05-04 10:00:00;01;EM
1;AB;2021;70;2021-05-05 10:00:00;02;CE
1;AB;2021;70;2021-05-29 10:00:00;03;CO
1;AB;2021;71;2021-06-04 08:00:00;00;FC
1;AB;2021;71;2021-06-04 10:00:00;01;EM
1;AB;2021;71;2021-06-05 10:00:00;02;CE
1;AB;2021;71;2021-06-11 10:00:00;03;CO
1;AB;2021;72;2021-07-04 08:00:00;00;FC
1;AB;2021;72;2021-07-04 10:00:00;01;EM
1;AB;2021;72;2021-07-05 10:00:00;02;CE
1;AB;2021;72;2021-08-01 10:00:00;03;CO
1;AB;2021;73;2021-08-04 08:00:00;00;FC
1;AB;2021;73;2021-08-04 10:00:00;01;EM
1;AB;2021;73;2021-08-05 10:00:00;02;CE
1;AB;2021;73;2021-08-31 10:00:00;03;CO
1;AB;2021;74;2021-09-04 08:00:00;00;FC
1;AB;2021;74;2021-09-04 10:00:00;01;EM
1;AB;2021;74;2021-09-05 10:00:00;02;CE
1;AB;2021;74;2021-09-29 10:00:00;03;CO
1;AB;2021;75;2021-10-04 08:00:00;00;FC
1;AB;2021;75;2021-10-04 10:00:00;01;EM
1;AB;2021;75;2021-10-05 10:00:00;02;CE
1;AB;2021;75;2021-10-12 10:00:00;03;CO
1;AB;2021;76;2021-11-04 08:00:00;00;FC
1;AB;2021;76;2021-11-04 10:00:00;01;EM
1;AB;2021;76;2021-11-05 10:00:00;02;CE
1;AB;2021;76;2021-11-30 10:00:00;03;CO
1;AB;2021;77;2021-12-04 08:00:00;00;FC
1;AB;2021;77;2021-12-04 10:00:00;01;EM
1;AB;2021;77;2021-12-05 10:00:00;02;CE
1;AB;2021;77;2021-12-23 10:00:00;03;CO
1;AB;2022;110;2022-01-04 08:00:00;00;FC
1;AB;2022;110;2022-01-04 10:00:00;01;EM
1;AB;2022;110;2022-01-05 10:00:00;02;CE
1;AB;2022;110;2022-02-03 10:00:00;03;CO
1;AB;2022;111;2022-02-04 08:00:00;00;FC
1;AB;2022;111;2022-02-04 10:00:00;01;EM
1;AB;2022;111;2022-02-05 10:00:00;02;CE
1;AB;2022;111;2022-03-05 10:00:00;03;CO
1;AB;2022;112;2022-03-04 08:00:00;00;FC
1;AB;2022;112;2022-03-04 10:00:00;01;EM
1;AB;2022;112;2022-03-05 10:00:00;02;CE
1;AB;2022;112;2022-03-14 10:00:00;03;CO
1;AB;2022;113;2022-04-04 08:00:00;00;FC
1;AB;2022;113;2022-04-04 10:00:00;01;EM
1;AB;2022;113;2022-04-05 10:00:00;02;CE
1;AB;2022;113;2022-04-16 10:00:00;03;CO
1;AB;2022;114;2022-05-04 08:00:00;00;FC
1;AB;2022;114;2022-05-04 10:00:00;01;EM
1;AB;2022;114;2022-05-05 10:00:00;02;CE
1;AB;2022;114;2022-06-03 10:00:00;03;CO
1;AB;2022;115;2022-06-04 08:00:00;00;FC
1;AB;2022;115;2022-06-04 10:00:00;01;EM
1;AB;2022;115;2022-06-05 10:00:00;02;CE
1;AB;2022;115;2022-06-20 10:00:00;03;CO
1;AB;2022;116;2022-07-04 08:00:00;00;FC
1;AB;2022;116;2022-07-04 10:00:00;01;EM
1;AB;2022;116;2022-07-05 10:00:00;02;CE
1;AB;2022;116;2022-08-04 10:00:00;03;CO
1;AB;2022;117;2022-08-04 08:00:00;00;FC
1;AB;2022;117;2022-08-04 10:00:00;01;EM
1;AB;2022;117;2022-08-05 10:00:00;02;CE
1;AB;2022;117;2022-08-15 10:00:00;03;CO
1;AB;2022;118;2022-09-04 08:00:00;00;FC
1;AB;2022;118;2022-09-04 10:00:00;01;EM
1;AB;2022;118;2022-09-05 10:00:00;02;CE
1;AB;2022;118;2022-09-11 10:00:00;03;CO
1;AB;2022;119;2022-10-04 08:00:00;00;FC
1;AB;2022;119;2022-10-04 10:00:00;01;EM
1;AB;2022;119;2022-10-05 10:00:00;02;CE
1;AB;2022;119;2022-10-24 10:00:00;03;CO
1;AB;2022;120;2022-11-04 08:00:00;00;FC
1;AB;2022;120;2022-11-04 10:00:00;01;EM
1;AB;2022;120;2022-11-05 10:00:00;02;CE
1;AB;2022;120;2022-11-20 10:00:00;03;CO
1;AB;2022;121;2022-12-04 08:00:00;00;FC
1;AB;2022;121;2022-12-04 10:00:00;01;EM
1;AB;2022;121;2022-12-05 10:00:00;02;CE
1;AB;2022;121;2022-12-13 10:00:00;03;CO
1;AB;2023;155;2023-01-04 08:00:00;00;FC
1;AB;2023;155;2023-01-04 10:00:00;01;EM
1;AB;2023;155;2023-01-05 10:00:00;02;CE
1;AB;2023;155;2023-01-10 10:00:00;03;CO
1;AB;2023;156;2023-02-04 08:00:00;00;FC
1;AB;2023;156;2023-02-04 10:00:00;01;EM
1;AB;2023;156;2023-02-05 10:00:00;02;CE
1;AB;2023;156;2023-02-27 10:00:00;03;CO
1;AB;2023;157;2023-03-04 08:00:00;00;FC
1;AB;2023;157;2023-03-04 10:00:00;01;EM
1;AB;2023;157;2023-03-05 10:00:00;02;CE
1;AB;2023;157;2023-03-14 10:00:00;03;CO
1;AB;2023;158;2023-04-04 08:00:00;00;FC
1;AB;2023;158;2023-04-04 10:00:00;01;EM
1;AB;2023;158;2023-04-05 10:00:00;05;CN
1;AB;2023;159;2023-05-04 08:00:00;00;FC
1;AB;2023;159;2023-05-04 10:00:00;01;EM
1;AB;2023;159;2023-05-05 10:00:00;02;CE
1;AB;2023;159;2023-06-01 10:00:00;03;CO
1;AB;2023;160;2023-06-04 08:00:00;00;FC
1;AB;2023;160;2023-06-04 10:00:00;01;EM
1;AB;2023;160;2023-06-05 10:00:00;02;CE
1;AB;2023;160;2023-06-28 10:00:00;03;CO
1;AB;2023;161;2023-07-04 08:00:00;00;FC
1;AB;2023;161;2023-07-04 10:00:00;01;EM
1;AB;2023;161;2023-07-05 10:00:00;02;CE
1;AB;2023;161;2023-07-28 10:00:00;03;CO
1;AB;2023;162;2023-08-04 08:00:00;00;FC
1;AB;2023;162;2023-08-04 10:00:00;01;EM
1;AB;2023;162;2023-08-05 10:00:00;02;CE
1;AB;2023;162;2023-08-28 10:00:00;03;CO
1;AB;2023;163;2023-09-04 08:00:00;00;FC
1;AB;2023;163;2023-09-04 10:00:00;01;EM
1;AB;2023;163;2023-09-05 10:00:00;02;CE
1;AB;2023;163;2023-09-25 10:00:00;03;CO
1;AB;2023;164;2023-10-04 08:00:00;00;FC
1;AB;2023;164;2023-10-04 10:00:00;01;EM
1;AB;2023;164;2023-10-05 10:00:00;02;CE
1;AB;2023;164;2023-11-03 10:00:00;03;CO
1;AB;2023;165;2023-11-04 08:00:00;00;FC
1;AB;2023;165;2023-11-04 10:00:00;01;EM
1;AB;2023;165;2023-11-05 10:00:00;02;CE
1;AB;2023;165;2023-11-19 10:00:00;03;CO
1;AB;2023;166;2023-12-04 08:00:00;00;FC
1;AB;2023;166;2023-12-04 10:00:00;01;EM
1;AB;2023;166;2023-12-05 10:00:00;02;CE
1;AB;2023;166;2023-12-30 10:00:00;03;CO
1;AB;2024;199;2024-01-04 08:00:00;00;FC
1;AB;2024;199;2024-01-04 10:00:00;01;EM
1;AB;2024;199;2024-01-05 10:00:00;02;CE
1;AB;2024;199;2024-01-16 10:00:00;03;CO
1;AB;2024;200;2024-02-04 08:00:00;00;FC
1;AB;2024;200;2024-02-04 10:00:00;01;EM
1;AB;2024;200;2024-02-05 10:00:00;02;CE
1;AB;2024;200;2024-02-22 10:00:00;03;CO
1;AB;2024;201;2024-03-04 08:00:00;00;FC
1;AB;2024;201;2024-03-04 10:00:00;01;EM
1;AB;2024;201;2024-03-05 10:00:00;02;CE
1;AB;2024;201;2024-03-15 10:00:00;03;CO
1;AB;2024;202;2024-04-04 08:00:00;00;FC
1;AB;2024;202;2024-04-04 10:00:00;01;EM
1;AB;2024;202;2024-04-05 10:00:00;02;CE
1;AB;2024;202;2024-05-03 10:00:00;03;CO
1;AB;2024;203;2024-05-04 08:00:00;00;FC
1;AB;2024;203;2024-05-04 10:00:00;01;EM
1;AB;2024;203;2024-05-05 10:00:00;02;CE
1;AB;2024;203;2024-05-23 10:00:00;03;CO
1;AB;2024;204;2024-06-04 08:00:00;00;FC
1;AB;2024;204;2024-06-04 10:00:00;01;EM
1;AB;2024;204;2024-06-05 10:00:00;02;CE
1;AB;2024;204;2024-06-10 10:00:00;03;CO
1;AB;2024;205;2024-07-04 08:00:00;00;FC
1;AB;2024;205;2024-07-04 10:00:00;01;EM
1;AB;2024;205;2024-07-05 10:00:00;02;CE
1;AB;2024;205;2024-07-26 10:00:00;03;CO
1;AB;2024;206;2024-08-04 08:00:00;00;FC
1;AB;2024;206;2024-08-04 10:00:00;01;EM
1;AB;2024;206;2024-08-05 10:00:00;02;CE
1;AB;2024;206;2024-08-21 10:00:00;03;CO
1;AB;2024;207;2024-09-04 08:00:00;00;FC
1;AB;2024;207;2024-09-04 10:00:00;01;EM
1;AB;2024;207;2024-09-05 10:00:00;02;CE
1;AB;2024;207;2024-09-24 10:00:00;03;CO
1;AB;2024;208;2024-10-04 08:00:00;00;FC
1;AB;2024;208;2024-10-04 10:00:00;01;EM
1;AB;2024;208;2024-10-05 10:00:00;02;CE
1;AB;2024;208;2024-10-15 10:00:00;03;CO
1;AB;2024;209;2024-11-04 08:00:00;00;FC
1;AB;2024;209;2024-11-04 10:00:00;01;EM
1;AB;2024;209;2024-11-05 10:00:00;02;CE
1;AB;2024;209;2024-12-02 10:00:00;03;CO
1;AB;2024;210;2024-12-04 08:00:00;00;FC
1;AB;2024;210;2024-12-04 10:00:00;01;EM
1;AB;2024;210;2024-12-05 10:00:00;02;CE
1;AB;2024;210;2024-12-26 10:00:00;03;CO
1;AB;2025;242;2025-01-04 08:00:00;00;FC
1;AB;2025;242;2025-01-04 10:00:00;01;EM
1;AB;2025;242;2025-01-05 10:00:00;02;CE
1;AB;2025;242;2025-01-25 10:00:00;03;CO
1;AB;2025;243;2025-02-04 08:00:00;00;FC
1;AB;2025;243;2025-02-04 10:00:00;01;EM
1;AB;2025;243;2025-02-05 10:00:00;02;CE
1;AB;2025;243;2025-02-26 10:00:00;03;CO
1;AB;2025;244;2025-03-04 08:00:00;00;FC
1;AB;2025;244;2025-03-04 10:00:00;01;EM
1;AB;2025;244;2025-03-05 10:00:00;02;CE
1;AB;2025;244;2025-03-11 10:00:00;03;CO
1;AB;2025;245;2025-04-04 08:00:00;00;FC
1;AB;2025;245;2025-04-04 10:00:00;01;EM
1;AB;2025;245;2025-04-05 10:00:00;02;CE
1;AB;2025;245;2025-04-30 10:00:00;03;CO
1;AB;2025;246;2025-05-04 08:00:00;00;FC
1;AB;2025;246;2025-05-04 10:00:00;01;EM
1;AB;2025;246;2025-05-05 10:00:00;02;CE
1;AB;2025;246;2025-06-02 10:00:00;03;CO
1;AB;2025;247;2025-06-04 08:00:00;00;FC
1;AB;2025;247;2025-06-04 10:00:00;01;EM
1;AB;2025;247;2025-06-05 10:00:00;02;CE
1;AB;2025;247;2025-06-30 10:00:00;03;CO
1;AB;2025;248;2025-07-04 08:00:00;00;FC
1;AB;2025;248;2025-07-04 10:00:00;01;EM
1;AB;2025;248;2025-07-05 10:00:00;02;CE
1;AB;2025;248;2025-07-26 10:00:00;03;CO
1;AB;2025;249;2025-08-04 08:00:00;00;FC
1;AB;2025;249;2025-08-04 10:00:00;01;EM
1;AB;2025;250;2025-09-04 08:00:00;00;FC
1;AB;2025;250;2025-09-04 10:00:00;01;EM
1;AB;2025;250;2025-09-05 10:00:00;02;CE
1;AB;2025;250;2025-09-25 10:00:00;03;CO
1;AB;2025;251;2025-10-04 08:00:00;00;FC
1;AB;2025;251;2025-10-04 10:00:00;01;EM
1;AB;2025;251;2025-10-05 10:00:00;02;CE
1;AB;2025;251;2025-10-20 10:00:00;20;AJ
1;AB;2025;252;2025-11-04 08:00:00;00;FC
1;AB;2025;252;2025-11-04 10:00:00;01;EM
1;AB;2025;252;2025-11-05 10:00:00;02;CE
1;AB;2025;252;2025-11-21 10:00:00;03;CO
1;AB;2025;253;2025-12-04 08:00:00;00;FC
1;AB;2025;253;2025-12-04 10:00:00;01;EM
1;AB;2025;253;2025-12-05 10:00:00;02;CE
1;AB;2025;253;2025-12-13 10:00:00;03;CO
1;AB;2026;172;2026-01-04 08:00:00;00;FC
1;AB;2026;172;2026-01-04 10:00:00;01;EM
1;AB;2026;172;2026-01-05 10:00:00;02;CE
1;AB;2026;172;2026-01-17 10:00:00;03;CO
1;AB;2026;173;2026-02-04 08:00:00;00;FC
1;AB;2026;173;2026-02-04 10:00:00;01;EM
1;AB;2026;173;2026-02-05 10:00:00;02;CE
1;AB;2026;173;2026-02-11 10:00:00;03;CO
1;AB;2026;174;2026-03-04 08:00:00;00;FC
1;AB;2026;174;2026-03-04 10:00:00;01;EM
1;AB;2026;174;2026-03-05 10:00:00;02;CE
1;AB;2026;174;2026-03-24 10:00:00;04;DV
1;AB;2026;175;2026-04-04 08:00:00;00;FC
1;AB;2026;175;2026-04-04 10:00:00;01;EM
1;AB;2026;175;2026-04-05 10:00:00;02;CE
1;AB;2026;175;2026-04-18 10:00:00;03;CO
1;AB;2026;176;2026-05-04 08:00:00;00;FC
1;AB;2026;176;2026-05-04 10:00:00;01;EM
1;AB;2026;177;2026-06-04 08:00:00;00;FC
1;AB;2026;177;2026-06-04 10:00:00;01;EM
1;AB;2026;177;2026-06-05 10:00:00;02;CE
1;AB;2026;177;2026-07-05 10:00:00;03;CO
1;AB;2026;178;2026-07-04 08:00:00;00;FC
1;AB;2026;178;2026-07-04 10:00:00;01;EM
1;AB;2026;178;2026-07-05 10:00:00;02;CE
1;AB;2026;178;2026-07-11 10:00:00;03;CO
1;AB;2026;179;2026-08-04 08:00:00;00;FC
1;AB;2026;179;2026-08-04 10:00:00;01;EM
1;AB;2026;179;2026-08-05 10:00:00;02;CE
1;AB;2026;179;2026-08-23 10:00:00;03;CO
1;AB;2021;78;2021-03-04 08:00:00;00;FC
1;AB;2021;78;2021-03-04 10:00:00;01;EM
1;AB;2021;78;2021-03-05 10:00:00;02;CE
1;AB;2021;78;2021-03-17 10:00:00;03;CO
1;AB;2021;79;2021-04-04 08:00:00;00;FC
1;AB;2021;79;2021-04-04 10:00:00;01;EM
1;AB;2021;79;2021-04-05 10:00:00;02;CE
1;AB;2021;79;2021-04-29 10:00:00;03;CO
1;AB;2021;80;2021-05-04 08:00:00;00;FC
1;AB;2021;80;2021-05-04 10:00:00;01;EM
1;AB;2021;80;2021-05-05 10:00:00;02;CE
1;AB;2021;80;2021-05-26 10:00:00;03;CO
1;AB;2021;81;2021-06-04 08:00:00;00;FC
1;AB;2021;81;2021-06-04 10:00:00;01;EM
1;AB;2021;81;2021-06-05 10:00:00;02;CE
1;AB;2021;81;2021-06-19 10:00:00;03;CO
1;AB;2021;82;2021-07-04 08:00:00;00;FC
1;AB;2021;82;2021-07-04 10:00:00;01;EM
1;AB;2021;82;2021-07-05 10:00:00;02;CE
1;AB;2021;82;2021-07-29 10:00:00;03;CO
1;AB;2021;83;2021-08-04 08:00:00;00;FC
1;AB;2021;83;2021-08-04 10:00:00;01;EM
1;AB;2021;83;2021-08-05 10:00:00;02;CE
1;AB;2021;83;2021-08-15 10:00:00;03;CO
