NUM_PARTICIO;ID_EMPRESA;ANY_FACTURA;NUM_FACTURA;NUM_LINEA;NUM_CONCEPTE;BASE_CONCEPTE;TIP_TAXA_CONCEP;PREU_CONCEPTE;IMP_CONCEPTE;IVA_APLICAT_CONC;OBSER_CONCEPTE
1;AB;2024;186;4;CA7;7;M;4.0;28.0;0.0;Canon tram 4
1;AB;2024;186;5;CA5;47.8;P;10.0;4.78;10.0;IVA canon
1;AB;2024;186;6;CL1;25;M;0.4;10.0;0.0;Clavegueram tram 1
1;AB;2024;186;7;CL2;10;M;0.6;6.0;0.0;Clavegueram tram 2
1;AB;2024;186;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;187;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;187;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;187;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;187;4;CA7;7;M;4.0;28.0;0.0;Canon tram 4
1;AB;2024;187;5;CA5;47.8;P;10.0;4.78;10.0;IVA canon
1;AB;2024;187;6;CL1;25;M;0.4;10.0;0.0;Clavegueram tram 1
1;AB;2024;187;7;CL2;10;M;0.6;6.0;0.0;Clavegueram tram 2
1;AB;2024;187;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;188;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;188;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;188;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;188;4;CA7;9;M;4.0;36.0;0.0;Canon tram 4
1;AB;2024;188;5;CA5;55.8;P;10.0;5.58;10.0;IVA canon
1;AB;2024;188;6;CL1;27;M;0.4;10.8;0.0;Clavegueram tram 1
1;AB;2024;188;7;CL2;12;M;0.6;7.2;0.0;Clavegueram tram 2
1;AB;2024;188;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;188;9;BSA;55.8;P;-50.0;-27.9;0.0;Bonificacio social aigua
1;AB;2024;188;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2024;189;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;189;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;189;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;189;4;CA7;10;M;4.0;40.0;0.0;Canon tram 4
1;AB;2024;189;5;CA5;59.8;P;10.0;5.98;10.0;IVA canon
1;AB;2024;189;6;CL1;28;M;0.4;11.2;0.0;Clavegueram tram 1
1;AB;2024;189;7;CL2;13;M;0.6;7.8;0.0;Clavegueram tram 2
1;AB;2024;189;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;189;9;BSA;59.8;P;-50.0;-29.9;0.0;Bonificacio social aigua
1;AB;2024;189;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2024;190;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;190;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;190;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;190;4;CA7;12;M;4.0;48.0;0.0;Canon tram 4
1;AB;2024;190;5;CA5;67.8;P;10.0;6.78;10.0;IVA canon
1;AB;2024;190;6;CL1;31;M;0.4;12.4;0.0;Clavegueram tram 1
1;AB;2024;190;7;CL2;16;M;0.6;9.6;0.0;Clavegueram tram 2
1;AB;2024;190;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;190;9;BSA;67.8;P;-50.0;-33.9;0.0;Bonificacio social aigua
1;AB;2024;190;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2024;191;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;191;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;191;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;191;4;CA7;12;M;4.0;48.0;0.0;Canon tram 4
1;AB;2024;191;5;CA5;67.8;P;10.0;6.78;10.0;IVA canon
1;AB;2024;191;6;CL1;31;M;0.4;12.4;0.0;Clavegueram tram 1
1;AB;2024;191;7;CL2;16;M;0.6;9.6;0.0;Clavegueram tram 2
1;AB;2024;191;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;191;9;BSA;67.8;P;-50.0;-33.9;0.0;Bonificacio social aigua
1;AB;2024;191;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2024;192;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;192;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;192;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;192;4;CA7;12;M;4.0;48.0;0.0;Canon tram 4
1;AB;2024;192;5;CA5;67.8;P;10.0;6.78;10.0;IVA canon
1;AB;2024;192;6;CL1;33;M;0.4;13.2;0.0;Clavegueram tram 1
1;AB;2024;192;7;CL2;18;M;0.6;10.8;0.0;Clavegueram tram 2
1;AB;2024;192;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;192;9;BSA;67.8;P;-50.0;-33.9;0.0;Bonificacio social aigua
1;AB;2024;192;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2024;193;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;193;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;193;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;193;4;CA7;1;M;4.0;4.0;0.0;Canon tram 4
1;AB;2024;193;5;CA5;23.8;P;10.0;2.38;10.0;IVA canon
1;AB;2024;193;6;CL1;19;M;0.4;7.6;0.0;Clavegueram tram 1
1;AB;2024;193;7;CL2;4;M;0.6;2.4;0.0;Clavegueram tram 2
1;AB;2024;193;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;193;9;BSA;23.8;P;-50.0;-11.9;0.0;Bonificacio social aigua
1;AB;2024;193;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2024;194;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;194;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;194;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;194;4;CA7;11;M;4.0;44.0;0.0;Canon tram 4
1;AB;2024;194;5;CA5;63.8;P;10.0;6.38;10.0;IVA canon
1;AB;2024;194;6;CL1;29;M;0.4;11.6;0.0;Clavegueram tram 1
1;AB;2024;194;7;CL2;14;M;0.6;8.4;0.0;Clavegueram tram 2
1;AB;2024;194;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;194;9;BSA;63.8;P;-50.0;-31.9;0.0;Bonificacio social aigua
1;AB;2024;194;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2024;195;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;195;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;195;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;195;4;CA7;10;M;4.0;40.0;0.0;Canon tram 4
1;AB;2024;195;5;CA5;59.8;P;10.0;5.98;10.0;IVA canon
1;AB;2024;195;6;CL1;28;M;0.4;11.2;0.0;Clavegueram tram 1
1;AB;2024;195;7;CL2;13;M;0.6;7.8;0.0;Clavegueram tram 2
1;AB;2024;195;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;195;9;BSA;59.8;P;-50.0;-29.9;0.0;Bonificacio social aigua
1;AB;2024;195;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2024;196;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;196;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;196;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;196;4;CA7;9;M;4.0;36.0;0.0;Canon tram 4
1;AB;2024;196;5;CA5;55.8;P;10.0;5.58;10.0;IVA canon
1;AB;2024;196;6;CL1;27;M;0.4;10.8;0.0;Clavegueram tram 1
1;AB;2024;196;7;CL2;12;M;0.6;7.2;0.0;Clavegueram tram 2
1;AB;2024;196;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;196;9;BSA;55.8;P;-50.0;-27.9;0.0;Bonificacio social aigua
1;AB;2024;196;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2024;197;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;197;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;197;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;197;4;CA7;6;M;4.0;24.0;0.0;Canon tram 4
1;AB;2024;197;5;CA5;43.8;P;10.0;4.38;10.0;IVA canon
1;AB;2024;197;6;CL1;24;M;0.4;9.6;0.0;Clavegueram tram 1
1;AB;2024;197;7;CL2;9;M;0.6;5.4;0.0;Clavegueram tram 2
1;AB;2024;197;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;197;9;BSA;43.8;P;-50.0;-21.9;0.0;Bonificacio social aigua
1;AB;2024;197;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2025;218;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;218;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2025;218;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2025;218;4;CA7;6;M;4.0;24.0;0.0;Canon tram 4
1;AB;2025;218;5;CA5;43.8;P;10.0;4.38;10.0;IVA canon
1;AB;2025;218;6;CL1;24;M;0.4;9.6;0.0;Clavegueram tram 1
1;AB;2025;218;7;CL2;9;M;0.6;5.4;0.0;Clavegueram tram 2
1;AB;2025;218;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;218;9;BSA;43.8;P;-50.0;-21.9;0.0;Bonificacio social aigua
1;AB;2025;218;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2025;219;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;219;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2025;219;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2025;219;4;CA7;9;M;4.0;36.0;0.0;Canon tram 4
1;AB;2025;219;5;CA5;55.8;P;10.0;5.58;10.0;IVA canon
1;AB;2025;219;6;CL1;27;M;0.4;10.8;0.0;Clavegueram tram 1
1;AB;2025;219;7;CL2;12;M;0.6;7.2;0.0;Clavegueram tram 2
1;AB;2025;219;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;219;9;BSA;55.8;P;-50.0;-27.9;0.0;Bonificacio social aigua
1;AB;2025;219;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2025;220;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;220;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2025;220;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2025;220;4;CA7;8;M;4.0;32.0;0.0;Canon tram 4
1;AB;2025;220;5;CA5;51.8;P;10.0;5.18;10.0;IVA canon
1;AB;2025;220;6;CL1;26;M;0.4;10.4;0.0;Clavegueram tram 1
1;AB;2025;220;7;CL2;11;M;0.6;6.6;0.0;Clavegueram tram 2
1;AB;2025;220;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;220;9;BSA;51.8;P;-50.0;-25.9;0.0;Bonificacio social aigua
1;AB;2025;220;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2025;221;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;221;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2025;221;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2025;221;4;CA7;10;M;4.0;40.0;0.0;Canon tram 4
1;AB;2025;221;5;CA5;59.8;P;10.0;5.98;10.0;IVA canon
1;AB;2025;221;6;CL1;28;M;0.4;11.2;0.0;Clavegueram tram 1
1;AB;2025;221;7;CL2;13;M;0.6;7.8;0.0;Clavegueram tram 2
1;AB;2025;221;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;221;9;BSA;59.8;P;-50.0;-29.9;0.0;Bonificacio social aigua
1;AB;2025;221;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2025;222;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;222;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2025;222;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2025;222;4;CA7;10;M;4.0;40.0;0.0;Canon tram 4
1;AB;2025;222;5;CA5;59.8;P;10.0;5.98;10.0;IVA canon
1;AB;2025;222;6;CL1;28;M;0.4;11.2;0.0;Clavegueram tram 1
1;AB;2025;222;7;CL2;13;M;0.6;7.8;0.0;Clavegueram tram 2
1;AB;2025;222;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;222;9;BSA;59.8;P;-50.0;-29.9;0.0;Bonificacio social aigua
1;AB;2025;222;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2025;223;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;223;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2025;223;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2025;223;4;CA7;9;M;4.0;36.0;0.0;Canon tram 4
1;AB;2025;223;5;CA5;55.8;P;10.0;5.58;10.0;IVA canon
1;AB;2025;223;6;CL1;27;M;0.4;10.8;0.0;Clavegueram tram 1
1;AB;2025;223;7;CL2;12;M;0.6;7.2;0.0;Clavegueram tram 2
1;AB;2025;223;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;223;9;BSA;55.8;P;-50.0;-27.9;0.0;Bonificacio social aigua
1;AB;2025;223;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2025;224;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;224;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2025;224;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2025;224;4;CA7;12;M;4.0;48.0;0.0;Canon tram 4
1;AB;2025;224;5;CA5;67.8;P;10.0;6.78;10.0;IVA canon
1;AB;2025;224;6;CL1;33;M;0.4;13.2;0.0;Clavegueram tram 1
1;AB;2025;224;7;CL2;18;M;0.6;10.8;0.0;Clavegueram tram 2
1;AB;2025;224;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;224;9;BSA;67.8;P;-50.0;-33.9;0.0;Bonificacio social aigua
1;AB;2025;224;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2025;225;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;225;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2025;225;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2025;225;4;CA7;2;M;4.0;8.0;0.0;Canon tram 4
1;AB;2025;225;5;CA5;27.8;P;10.0;2.78;10.0;IVA canon
1;AB;2025;225;6;CL1;20;M;0.4;8.0;0.0;Clavegueram tram 1
1;AB;2025;225;7;CL2;5;M;0.6;3.0;0.0;Clavegueram tram 2
1;AB;2025;225;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;225;9;BSA;27.8;P;-50.0;-13.9;0.0;Bonificacio social aigua
1;AB;2025;225;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2025;226;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;226;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2025;226;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2025;226;4;CA7;12;M;4.0;48.0;0.0;Canon tram 4
1;AB;2025;226;5;CA5;67.8;P;10.0;6.78;10.0;IVA canon
1;AB;2025;226;6;CL1;31;M;0.4;12.4;0.0;Clavegueram tram 1
1;AB;2025;226;7;CL2;16;M;0.6;9.6;0.0;Clavegueram tram 2
1;AB;2025;226;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;226;9;BSA;67.8;P;-50.0;-33.9;0.0;Bonificacio social aigua
1;AB;2025;226;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2025;227;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;227;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2025;227;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2025;227;4;CA7;11;M;4.0;44.0;0.0;Canon tram 4
1;AB;2025;227;5;CA5;63.8;P;10.0;6.38;10.0;IVA canon
1;AB;2025;227;6;CL1;29;M;0.4;11.6;0.0;Clavegueram tram 1
1;AB;2025;227;7;CL2;14;M;0.6;8.4;0.0;Clavegueram tram 2
1;AB;2025;227;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;227;9;BSA;63.8;P;-50.0;-31.9;0.0;Bonificacio social aigua
1;AB;2025;227;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2025;228;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;228;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2025;228;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2025;228;4;CA7;8;M;4.0;32.0;0.0;Canon tram 4
1;AB;2025;228;5;CA5;51.8;P;10.0;5.18;10.0;IVA canon
1;AB;2025;228;6;CL1;26;M;0.4;10.4;0.0;Clavegueram tram 1
1;AB;2025;228;7;CL2;11;M;0.6;6.6;0.0;Clavegueram tram 2
1;AB;2025;228;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;228;9;BSA;51.8;P;-50.0;-25.9;0.0;Bonificacio social aigua
1;AB;2025;228;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2025;229;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;229;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2025;229;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2025;229;4;CA7;9;M;4.0;36.0;0.0;Canon tram 4
1;AB;2025;229;5;CA5;55.8;P;10.0;5.58;10.0;IVA canon
1;AB;2025;229;6;CL1;27;M;0.4;10.8;0.0;Clavegueram tram 1
1;AB;2025;229;7;CL2;12;M;0.6;7.2;0.0;Clavegueram tram 2
1;AB;2025;229;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;229;9;BSA;55.8;P;-50.0;-27.9;0.0;Bonificacio social aigua
1;AB;2025;229;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2026;149;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2026;149;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2026;149;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2026;149;4;CA7;8;M;4.0;32.0;0.0;Canon tram 4
1;AB;2026;149;5;CA5;51.8;P;10.0;5.18;10.0;IVA canon
1;AB;2026;149;6;CL1;26;M;0.4;10.4;0.0;Clavegueram tram 1
1;AB;2026;149;7;CL2;11;M;0.6;6.6;0.0;Clavegueram tram 2
1;AB;2026;149;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2026;149;9;BSA;51.8;P;-50.0;-25.9;0.0;Bonificacio social aigua
1;AB;2026;149;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2026;150;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2026;150;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2026;150;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2026;150;4;CA7;6;M;4.0;24.0;0.0;Canon tram 4
1;AB;2026;150;5;CA5;43.8;P;10.0;4.38;10.0;IVA canon
1;AB;2026;150;6;CL1;24;M;0.4;9.6;0.0;Clavegueram tram 1
1;AB;2026;150;7;CL2;9;M;0.6;5.4;0.0;Clavegueram tram 2
1;AB;2026;150;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2026;150;9;BSA;43.8;P;-50.0;-21.9;0.0;Bonificacio social aigua
1;AB;2026;150;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2026;151;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2026;151;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2026;151;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2026;151;4;CA7;12;M;4.0;48.0;0.0;Canon tram 4
1;AB;2026;151;5;CA5;67.8;P;10.0;6.78;10.0;IVA canon
1;AB;2026;151;6;CL1;30;M;0.4;12.0;0.0;Clavegueram tram 1
1;AB;2026;151;7;CL2;15;M;0.6;9.0;0.0;Clavegueram tram 2
1;AB;2026;151;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2026;151;9;BSA;67.8;P;-50.0;-33.9;0.0;Bonificacio social aigua
1;AB;2026;151;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2026;152;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2026;152;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2026;152;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2026;152;4;CA7;8;M;4.0;32.0;0.0;Canon tram 4
1;AB;2026;152;5;CA5;51.8;P;10.0;5.18;10.0;IVA canon
1;AB;2026;152;6;CL1;26;M;0.4;10.4;0.0;Clavegueram tram 1
1;AB;2026;152;7;CL2;11;M;0.6;6.6;0.0;Clavegueram tram 2
1;AB;2026;152;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2026;152;9;BSA;51.8;P;-50.0;-25.9;0.0;Bonificacio social aigua
1;AB;2026;152;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2026;153;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2026;153;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2026;153;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2026;153;4;CA7;11;M;4.0;44.0;0.0;Canon tram 4
1;AB;2026;153;5;CA5;63.8;P;10.0;6.38;10.0;IVA canon
1;AB;2026;153;6;CL1;29;M;0.4;11.6;0.0;Clavegueram tram 1
1;AB;2026;153;7;CL2;14;M;0.6;8.4;0.0;Clavegueram tram 2
1;AB;2026;153;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2026;153;9;BSA;63.8;P;-50.0;-31.9;0.0;Bonificacio social aigua
1;AB;2026;153;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2026;154;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2026;154;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2026;154;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2026;154;4;CA7;11;M;4.0;44.0;0.0;Canon tram 4
1;AB;2026;154;5;CA5;63.8;P;10.0;6.38;10.0;IVA canon
1;AB;2026;154;6;CL1;29;M;0.4;11.6;0.0;Clavegueram tram 1
1;AB;2026;154;7;CL2;14;M;0.6;8.4;0.0;Clavegueram tram 2
1;AB;2026;154;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2026;154;9;BSA;63.8;P;-50.0;-31.9;0.0;Bonificacio social aigua
1;AB;2026;154;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2026;155;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2026;155;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2026;155;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2026;155;4;CA7;10;M;4.0;40.0;0.0;Canon tram 4
1;AB;2026;155;5;CA5;59.8;P;10.0;5.98;10.0;IVA canon
1;AB;2026;155;6;CL1;28;M;0.4;11.2;0.0;Clavegueram tram 1
1;AB;2026;155;7;CL2;13;M;0.6;7.8;0.0;Clavegueram tram 2
1;AB;2026;155;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2026;155;9;BSA;59.8;P;-50.0;-29.9;0.0;Bonificacio social aigua
1;AB;2026;155;10;BSQ;8.0;P;-30.0;-2.4;0.0;Bonificacio social quota
1;AB;2024;198;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;198;2;CA2;5;M;1.2;6.0;0.0;Canon tram 2
1;AB;2024;198;3;CA5;11.4;P;10.0;1.14;10.0;IVA canon
1;AB;2024;198;4;CL1;14;M;0.4;5.6;0.0;Clavegueram tram 1
1;AB;2024;198;5;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;230;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;230;2;CA2;5;M;1.2;6.0;0.0;Canon tram 2
1;AB;2025;230;3;CA5;11.4;P;10.0;1.14;10.0;IVA canon
1;AB;2025;230;4;CL1;14;M;0.4;5.6;0.0;Clavegueram tram 1
1;AB;2025;230;5;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;231;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;231;2;CA2;4;M;1.2;4.8;0.0;Canon tram 2
1;AB;2025;231;3;CA5;10.2;P;10.0;1.02;10.0;IVA canon
1;AB;2025;231;4;CL1;13;M;0.4;5.2;0.0;Clavegueram tram 1
1;AB;2025;231;5;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;232;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;232;2;CA2;5;M;1.2;6.0;0.0;Canon tram 2
1;AB;2025;232;3;CA5;11.4;P;10.0;1.14;10.0;IVA canon
1;AB;2025;232;4;CL1;14;M;0.4;5.6;0.0;Clavegueram tram 1
1;AB;2025;232;5;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;233;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;233;2;CA2;5;M;1.2;6.0;0.0;Canon tram 2
1;AB;2025;233;3;CA5;11.4;P;10.0;1.14;10.0;IVA canon
1;AB;2025;233;4;CL1;14;M;0.4;5.6;0.0;Clavegueram tram 1
1;AB;2025;233;5;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;234;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;234;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2025;234;3;CA6;1;M;2.4;2.4;0.0;Canon tram 3
